x,y,z
0.3371398199517844,1.5473626252083872,1
0.45968902948861107,0.6760481634557852,1
0.1812420327628533,-0.4451457185317771,1
0.5773312946956303,-0.3634474447025795,1
0.523982063039216,-0.4716793633503712,1
0.29657595729595776,-0.010937803621794022,1
0.9564684697185412,1.0684214885278531,1
0.8308238328769455,0.27488123445717627,1
0.1065470248672323,0.8358551991700123,1
0.06807418025773182,1.3067405156853416,1
0.937950868938731,0.45586547300111785,1
0.29748932683336543,0.12559603577985012,1
0.6483778265230087,-0.1314468688162412,1
0.7988503103907704,0.12390836293741352,1
0.3829931691377824,0.7969405677791651,1
0.4364138113791179,0.026004824181234194,1
0.6172126323897473,-1.0569427315941526,1
0.568413583085429,0.1196869435913386,1
0.3038750936871416,0.2188197616875339,1
0.39816106482964214,0.22787265824137537,1
0.1910595927617558,0.6049152875041975,1
0.31393442068637206,-1.1466834906144576,1
0.40839691129736166,0.13510657164111534,1
1.5122672487249078,2.2130979573621796,2
1.1572358517128871,1.03761177854385,2
0.7438106457239262,2.550516895672166,2
1.057385799878919,1.6913878459975382,2
1.0956559670307484,2.1089075692354644,2
0.907718789115969,3.3666213821062896,2
-0.5740693761160467,0.6781325954569877,2
0.6836797171431808,2.9348450019609595,2
1.2346733762964435,2.031094918846558,2
0.964079181442815,2.9410412519391884,2
0.5063624042777809,1.631314156026709,2
0.9305434622282078,1.5475564788629552,2
0.6959444913159178,2.076643510181477,2
1.3196889993454644,0.8880343225508819,2
1.4632844497162927,1.1440392712506966,2
0.7206348013680511,1.8380887458114328,2
0.828997618020698,1.7747350231689898,2
0.4100175446322335,3.6969628460096278,2
1.6317291124344189,3.505125754822721,2
1.3129180655249744,0.7904329395697155,2
0.74936644277329,2.368627473780913,2
1.2010500427218007,0.8003526398728922,2
1.2823247357267165,3.385229473867915,2
0.7181808545204863,1.1998378160254612,2
0.7541120500843399,2.209751490563746,2
0.4650595133782951,2.6653371980700857,2
0.6510621173507658,1.0898280040806563,2
0.6549503405532551,1.1354136765797633,2
1.0950529150903565,1.8363102752096088,2
0.27838021315790196,2.474201996423493,2
0.561359926132125,2.86611216214479,2
0.08697040046559217,3.5404893273963682,2
1.135145204985432,1.8657079473312654,2
0.6599816952127181,1.275675098007439,2
1.3975384231351984,1.3482972980656416,2
0.5398026911356519,3.1573004022673543,2
1.3122563684150053,1.9185245675909806,2
0.8379940458564712,1.7355028895762556,2
0.6759119239868308,0.9942351495186732,2
0.5188871007049242,2.0979080468823876,2
0.9078276255217578,2.1915029529172534,2
0.2786306928103235,2.005995660334181,2
1.1572340063627595,1.037612777387498,2
0.9432229658490394,2.433766832585785,2
1.033561137038922,2.311237341829204,2
0.5742149176436111,1.9117784850381638,2
0.9717895652808654,1.2453713525738872,2
0.6689350139544957,1.6463678816751335,2
0.5424372623909051,1.9226602744814925,2
0.9391116796652781,1.1306238779414817,2
